"","Tile1","Tile2","cellTypes"
"389","chr1:24415640-24416370","chr1:24531277-24536031","nCD8"
"390","chr1:24415640-24416370","chr1:24537335-24538336","nCD4,nCD8"
"391","chr1:24415640-24416370","chr1:24542893-24558197","nCD8"
"392","chr1:24415640-24416370","chr1:24558197-24562891","nCD8"
"393","chr1:24415640-24416370","chr1:24562891-24569761","nCD8"
"394","chr1:24415640-24416370","chr1:24577827-24585485","nCD8"
"395","chr1:24415640-24416370","chr1:24585485-24593810","nCD4,nCD8"
"396","chr1:24415640-24416370","chr1:24632251-24635571","nCD4,nCD8"
"397","chr1:24415640-24416370","chr1:24635571-24637074","MK"
"398","chr1:24415640-24416370","chr1:24637074-24638794","nCD8"
"399","chr1:24415640-24416370","chr1:24660146-24660689","Mac2"
"400","chr1:24416370-24419068","chr1:24174835-24178617","Neu"
"401","chr1:24416370-24419068","chr1:24199415-24217105","nCD4,nCD8"
"402","chr1:24416370-24419068","chr1:24518226-24519940","nCD4,nCD8"
"403","chr1:24416370-24419068","chr1:24519940-24526052","nCD8"
"404","chr1:24416370-24419068","chr1:24526052-24528669","nCD8"
"405","chr1:24416370-24419068","chr1:24528669-24531277","nCD4,nCD8"
"406","chr1:24416370-24419068","chr1:24531277-24536031","nCD8"
"407","chr1:24416370-24419068","chr1:24537335-24538336","nCD4,nCD8"
"408","chr1:24416370-24419068","chr1:24542893-24558197","nCD8"
"409","chr1:24416370-24419068","chr1:24558197-24562891","nCD8"
"410","chr1:24416370-24419068","chr1:24562891-24569761","nCD8"
"411","chr1:24416370-24419068","chr1:24577827-24585485","nCD8"
"412","chr1:24416370-24419068","chr1:24585485-24593810","nCD4,nCD8"
"413","chr1:24416370-24419068","chr1:24632251-24635571","nCD4,nCD8"
"414","chr1:24416370-24419068","chr1:24635571-24637074","MK"
"415","chr1:24416370-24419068","chr1:24637074-24638794","nCD8"
"416","chr1:24416370-24419068","chr1:24660146-24660689","nCD8"
"417","chr1:24501626-24504099","chr1:24528669-24531277","nCD4,nCD8"
"418","chr1:24501626-24504099","chr1:24531277-24536031","nCD8"
"419","chr1:24501626-24504099","chr1:24537335-24538336","nCD4,nCD8"
"420","chr1:24501626-24504099","chr1:24632251-24635571","nCD4,nCD8"
"421","chr1:24501626-24504099","chr1:24635571-24637074","MK"
"422","chr1:24501626-24504099","chr1:24637074-24638794","nCD4"
"423","chr1:24542893-24558197","chr1:24632251-24635571","nCD4"
"424","chr1:24542893-24558197","chr1:24635571-24637074","Ery,Mac2,MK,Mon"
"425","chr1:24738621-24752662","chr1:24754251-24759517","nCD8"
"426","chr1:24947295-24967456","chr1:25092827-25094909","nCD8"
"427","chr1:25223238-25255914","chr1:24658597-24660146","nCD8"
"428","chr1:25223238-25255914","chr1:24660146-24660689","Ery"
"429","chr1:25223238-25255914","chr1:25217056-25220784","nCD4,nCD8"
"430","chr1:25542661-25548269","chr1:25683525-25688392","nCD4,nCD8"
"431","chr1:25542661-25548269","chr1:25739255-25739708","nCD4,nCD8"
"432","chr1:25542661-25548269","chr1:25739708-25752064","nCD4"
"433","chr1:25612393-25623230","chr1:25633911-25642801","nCD4,nCD8"
"434","chr1:25612393-25623230","chr1:25642801-25649146","nCD4,nCD8"
"435","chr1:25612393-25623230","chr1:25649146-25651053","nCD4,nCD8"
"436","chr1:25612393-25623230","chr1:25670692-25675947","nCD4,nCD8,Mac2"
"437","chr1:25612393-25623230","chr1:25675947-25683267","nCD4,nCD8"
"438","chr1:25612393-25623230","chr1:25683525-25688392","nCD4,nCD8"
"439","chr1:25612393-25623230","chr1:25688392-25693085","nCD4,Mac1"
"440","chr1:25612393-25623230","chr1:25698963-25703883","nCD4,Mac1"
"441","chr1:25612393-25623230","chr1:25703883-25706115","nCD4,nCD8"
"442","chr1:25612393-25623230","chr1:25706115-25714380","nCD4"
"443","chr1:25612393-25623230","chr1:25716555-25721845","nCD8"
"444","chr1:25612393-25623230","chr1:25729409-25734551","nCD4,nCD8"
"445","chr1:25612393-25623230","chr1:25734551-25738659","nCD4,nCD8"
"446","chr1:25612393-25623230","chr1:25739255-25739708","nCD4,nCD8"
"447","chr1:25612393-25623230","chr1:25739708-25752064","nCD4,nCD8,Ery,Mac2"
"448","chr1:25796388-25802935","chr1:25442807-25451314","Mac2"
"449","chr1:25796388-25802935","chr1:25451314-25454109","MK,Neu"
"450","chr1:25796388-25802935","chr1:25482453-25485958","MK,Neu"
"451","chr1:25796388-25802935","chr1:25485958-25487105","Mac0,Mac1,Mac2"
"452","chr1:25796388-25802935","chr1:25522145-25528987","Mac0,Mac1,Mac2"
"453","chr1:25796388-25802935","chr1:25528987-25532553","Mac0,Mac1,Mac2"
"454","chr1:25796388-25802935","chr1:25532553-25535202","Mac0,Mac1,Mac2"
"455","chr1:25796388-25802935","chr1:25535202-25542661","nCD4,nCD8"
"456","chr1:25796388-25802935","chr1:25584666-25595150","nCD4"
"457","chr1:25796388-25802935","chr1:25633911-25642801","nCD4,nCD8"
"458","chr1:25796388-25802935","chr1:25642801-25649146","nCD4,nCD8"
"459","chr1:25796388-25802935","chr1:25649146-25651053","nCD4,nCD8"
"460","chr1:25796388-25802935","chr1:25651053-25668066","nCD4,nCD8,Mac2"
"461","chr1:25796388-25802935","chr1:25675947-25683267","nCD4,nCD8"
"462","chr1:25796388-25802935","chr1:25683525-25688392","nCD4,nCD8"
"463","chr1:25796388-25802935","chr1:25688392-25693085","nCD4,nCD8"
"464","chr1:25796388-25802935","chr1:25706115-25714380","nCD8,Mac0,Mac1,MK,Neu"
"465","chr1:25812232-25829950","chr1:26044029-26054570","Mac1,Mac2,Mon"
"466","chr1:25905235-25908951","chr1:25999603-26004832","Mac1,Mac2,Mon"
"467","chr1:25905235-25908951","chr1:26004832-26015628","MK"
"468","chr1:25996032-25999603","chr1:25834980-25839596","MK"
"469","chr1:26109907-26115326","chr1:26033531-26042179","nCD8,MK"
"470","chr1:26109907-26115326","chr1:26129064-26138966","nCD8"
"471","chr1:26109907-26115326","chr1:26138966-26145268","Mac1,Mon,Neu"
"472","chr1:26109907-26115326","chr1:26145268-26155423","Mac1"
"473","chr1:26109907-26115326","chr1:26327980-26338846","nCD8,MK"
"474","chr1:26109907-26115326","chr1:26364155-26375565","nCD8,MK"
"475","chr1:26109907-26115326","chr1:26375565-26378156","nCD4,nCD8,Ery,MK"
"476","chr1:26109907-26115326","chr1:26380029-26382405","nCD4,nCD8,Ery,MK"
"477","chr1:26109907-26115326","chr1:26382405-26390931","nCD4,nCD8,Ery,MK"
"478","chr1:26109907-26115326","chr1:26390931-26391405","nCD4,nCD8,Ery,MK"
"479","chr1:26109907-26115326","chr1:26391405-26393747","Mac0,Mac1"
"480","chr1:26155518-26165059","chr1:26044029-26054570","Ery"
"481","chr1:26155518-26165059","chr1:26107566-26109907","nCD4,Ery"
"482","chr1:26155518-26165059","chr1:26380029-26382405","Ery"
"483","chr1:26155518-26165059","chr1:26382405-26390931","Ery"
"484","chr1:26155518-26165059","chr1:26390931-26391405","Ery"
"485","chr1:26155518-26165059","chr1:26391405-26393747","Mac1"
"486","chr1:26168707-26173166","chr1:26025048-26033531","Ery"
"487","chr1:26168707-26173166","chr1:26107566-26109907","Mac1"
"488","chr1:26168707-26173166","chr1:26327980-26338846","nCD8"
"489","chr1:26168707-26173166","chr1:26364155-26375565","nCD8"
"490","chr1:26168707-26173166","chr1:26375565-26378156","nCD4,nCD8,Ery"
"491","chr1:26168707-26173166","chr1:26380029-26382405","nCD4,nCD8,Ery"
"492","chr1:26168707-26173166","chr1:26382405-26390931","nCD4,nCD8,Ery"
"493","chr1:26168707-26173166","chr1:26390931-26391405","nCD4,nCD8,Ery"
"494","chr1:26168707-26173166","chr1:26391405-26393747","Ery"
"495","chr1:26227667-26235038","chr1:26107566-26109907","Mac1"
"496","chr1:26227667-26235038","chr1:26327980-26338846","nCD8,MK"
"497","chr1:26227667-26235038","chr1:26364155-26375565","nCD4,nCD8,Ery,MK"
"498","chr1:26227667-26235038","chr1:26390931-26391405","nCD4,nCD8,Ery,MK"
"499","chr1:26227667-26235038","chr1:26391405-26393747","nCD8,MK"
"500","chr1:26278474-26279690","chr1:26364155-26375565","nCD8,MK"
"501","chr1:26278474-26279690","chr1:26375565-26378156","nCD4,nCD8,Ery,MK"
"502","chr1:26278474-26279690","chr1:26390931-26391405","nCD4,nCD8,Ery,MK"
"503","chr1:26278474-26279690","chr1:26391405-26393747","Mac1,Mon,Neu"
"504","chr1:26317435-26319392","chr1:26145268-26155423","nCD4,nCD8"
"505","chr1:26317435-26319392","chr1:26203174-26212047","nCD4,nCD8"
"506","chr1:26317435-26319392","chr1:26390931-26391405","nCD4,nCD8"
"507","chr1:26317435-26319392","chr1:26391405-26393747","Ery"
"508","chr1:26429902-26438653","chr1:26107566-26109907","Mac2,Mon,Neu"
"509","chr1:26528649-26538016","chr1:26835019-26848337","Neu"
"510","chr1:26528649-26538016","chr1:26867773-26879035","Mac1,Mon"
"511","chr1:26691565-26701252","chr1:26595163-26602485","Mac1,Mon,Neu"
"512","chr1:26691565-26701252","chr1:26603867-26607274","Mac1,Mon,Neu"
"513","chr1:26691565-26701252","chr1:26607274-26614209","Ery,MK"
"514","chr1:26691565-26701252","chr1:26614209-26614573","Ery,MK"
"515","chr1:26691565-26701252","chr1:26614573-26619980","Mon,Neu"
"516","chr1:26691565-26701252","chr1:26621808-26625950","nCD4,nCD8,Neu"
"517","chr1:26691565-26701252","chr1:26750453-26751459","Neu"
"518","chr1:26691565-26701252","chr1:26867773-26879035","nCD8,Neu"
"519","chr1:26785961-26789242","chr1:26528649-26538016","Mac0,Mac1,Mac2"
"520","chr1:26785961-26789242","chr1:26573314-26578787","Mac0,Mac1,Mac2,Mon,Neu"
"521","chr1:26785961-26789242","chr1:26583106-26590636","Mac1,Mon"
"522","chr1:26785961-26789242","chr1:26595163-26602485","Mac1,Mon,Neu"
"523","chr1:26785961-26789242","chr1:26603867-26607274","Mac1,Mon,Neu"
"524","chr1:26785961-26789242","chr1:26607274-26614209","Ery,MK"
"525","chr1:26785961-26789242","chr1:26614209-26614573","Ery,MK"
"526","chr1:26785961-26789242","chr1:26614573-26619980","Mon,Neu"
"527","chr1:26785961-26789242","chr1:26621808-26625950","Mac0,Mac2"
"528","chr1:26785961-26789242","chr1:26666417-26677763","Neu"
"529","chr1:26785961-26789242","chr1:26677763-26681432","Neu"
"530","chr1:26785961-26789242","chr1:26681432-26682669","nCD8,Ery,Neu"
"531","chr1:26785961-26789242","chr1:26713176-26719326","nCD8,Ery,Neu"
"532","chr1:26785961-26789242","chr1:26719326-26727631","nCD8"
"533","chr1:26785961-26789242","chr1:26727631-26735963","nCD8,Mac0,Mac1,MK,Neu"
"534","chr1:26821307-26828461","chr1:26044029-26054570","Mon,Neu"
"535","chr1:26821307-26828461","chr1:26227667-26235038","nCD8,Neu"
"536","chr1:26821307-26828461","chr1:26528649-26538016","Neu"
"537","chr1:26821307-26828461","chr1:26861547-26867773","Neu"
"538","chr1:26821307-26828461","chr1:26867773-26879035","Neu"
"539","chr1:26821307-26828461","chr1:28134870-28149322","nCD8"
"540","chr1:26861547-26867773","chr1:26528649-26538016","Mac0,Mac1,Mac2"
"541","chr1:26861547-26867773","chr1:26573314-26578787","Mac0,Mac1,Mac2,Mon"
"542","chr1:26861547-26867773","chr1:26583106-26590636","Mac1,Mon"
"543","chr1:26861547-26867773","chr1:26595163-26602485","Mac1,Mon"
"544","chr1:26861547-26867773","chr1:26603867-26607274","Mac1,Mon"
"545","chr1:26861547-26867773","chr1:26607274-26614209","Ery,MK"
"546","chr1:26861547-26867773","chr1:26614209-26614573","Ery,MK"
"547","chr1:26861547-26867773","chr1:26614573-26619980","nCD8,Neu"
"548","chr1:26889213-26895936","chr1:26528649-26538016","Mac0,Mac1,Mac2,Mon,Neu"
"549","chr1:26889213-26895936","chr1:26583106-26590636","Mac1,Mon"
"550","chr1:26889213-26895936","chr1:26595163-26602485","Mac1,Mon,Neu"
"551","chr1:26889213-26895936","chr1:26603867-26607274","Mac1,Mon,Neu"
"552","chr1:26889213-26895936","chr1:26607274-26614209","Ery,MK"
"553","chr1:26889213-26895936","chr1:26614573-26619980","Mac0,Mac1,Mac2"
"554","chr1:26895936-26902208","chr1:26573314-26578787","Mac0,Mac1,Mac2,Mon,Neu"
"555","chr1:26895936-26902208","chr1:26583106-26590636","Mac1,Mon"
"556","chr1:26895936-26902208","chr1:26595163-26602485","Mac1,Mon,Neu"
"557","chr1:26895936-26902208","chr1:26603867-26607274","Ery,MK"
"558","chr1:26895936-26902208","chr1:26614573-26619980","nCD8"
"559","chr1:27317067-27324741","chr1:27577150-27579286","nCD8"
"560","chr1:27317067-27324741","chr1:27579286-27583657","nCD4,nCD8"
"561","chr1:27317067-27324741","chr1:27605162-27619018","nCD4,nCD8"
"562","chr1:27341267-27351867","chr1:27605162-27619018","nCD4,nCD8"
"563","chr1:27354405-27387298","chr1:27605162-27619018","Ery"
"564","chr1:27387837-27397286","chr1:27032358-27034457","Mac0,Mac1,Mon"
"565","chr1:27387837-27397286","chr1:27294528-27307402","Ery,Mac1,Mac2"
"566","chr1:27387837-27397286","chr1:27532860-27539122","Ery"
"567","chr1:27387837-27397286","chr1:27583657-27587560","nCD4,nCD8"
"568","chr1:27387837-27397286","chr1:27605162-27619018","nCD4,nCD8"
"569","chr1:27488361-27493848","chr1:27605162-27619018","Ery,Mac1,Mac2"
"570","chr1:27513665-27530054","chr1:27532860-27539122","Mac0,Mac1,Mon"
"571","chr1:27601914-27605162","chr1:27294528-27307402","Ery,Mac1,Mac2,MK"
"572","chr1:27601914-27605162","chr1:27546960-27557245","Mac0,Mac1,Mon"
"573","chr1:27665719-27670729","chr1:27294528-27307402","nCD4,nCD8"
"574","chr1:27665719-27670729","chr1:27605162-27619018","Ery,MK,Mon,Neu"
"575","chr1:27823764-27832980","chr1:27977185-27981803","nCD4,MK,Neu"
"576","chr1:27823764-27832980","chr1:27989260-27994341","nCD4,Neu"
"577","chr1:27823764-27832980","chr1:27994341-28001383","Mac1,Neu"
"578","chr1:27823764-27832980","chr1:28205115-28210052","Neu"
"579","chr1:27858170-27877162","chr1:27911704-27921771","Ery,MK,Mon,Neu"
"580","chr1:27858170-27877162","chr1:27977185-27981803","Neu"
"581","chr1:27858170-27877162","chr1:28134870-28149322","Ery,MK,Mon,Neu"
"582","chr1:27911704-27921771","chr1:27977185-27981803","Mac1,Neu"
"583","chr1:27911704-27921771","chr1:28205115-28210052","Neu"
"584","chr1:27957800-27977185","chr1:27911704-27921771","Neu"
"585","chr1:27957800-27977185","chr1:27938171-27955403","MK"
"586","chr1:28082052-28088730","chr1:27806332-27808261","Ery,MK,Mon,Neu"
"587","chr1:28082052-28088730","chr1:27977185-27981803","nCD4,MK,Neu"
"588","chr1:28082052-28088730","chr1:27989260-27994341","Mon,Neu"
"589","chr1:28082052-28088730","chr1:28166682-28185258","Mac1,Neu"
"590","chr1:28082052-28088730","chr1:28205115-28210052","MK"
"591","chr1:28222583-28234612","chr1:27806332-27808261","Ery,MK,Mon,Neu"
"592","chr1:28222583-28234612","chr1:27977185-27981803","nCD4,MK,Neu"
"593","chr1:28222583-28234612","chr1:27989260-27994341","nCD4,Neu"
"594","chr1:28222583-28234612","chr1:27994341-28001383","Neu"
"595","chr1:28222583-28234612","chr1:28075293-28082052","Neu"
"596","chr1:28222583-28234612","chr1:28088730-28101664","Mac1"
"597","chr1:28363289-28371156","chr1:28253443-28255424","Mac1"
"598","chr1:28363289-28371156","chr1:28255424-28258460","nCD4,Neu"
"599","chr1:28363289-28371156","chr1:28489443-28495408","MK,Mon"
"600","chr1:28363289-28371156","chr1:28871164-28881269","nCD4,Ery"
"601","chr1:28363289-28371156","chr1:28957109-28958132","Ery,MK"
"602","chr1:28363289-28371156","chr1:29046662-29054249","Mac1"
"603","chr1:28548855-28553470","chr1:28255424-28258460","MK,Mon"
"604","chr1:28548855-28553470","chr1:28871164-28881269","Ery,MK"
"605","chr1:28562175-28579508","chr1:29046662-29054249","Mac1"
"606","chr1:28579508-28579994","chr1:28253443-28255424","Mac1"
"607","chr1:28579508-28579994","chr1:28255424-28258460","Ery,MK"
"608","chr1:28579508-28579994","chr1:28398986-28407525","Ery,MK"
"609","chr1:28579508-28579994","chr1:28416132-28419715","MK,Mon"
"610","chr1:28579994-28583726","chr1:28871164-28881269","Mac0,Mac1"
"611","chr1:28579994-28583726","chr1:29151005-29164376","Ery,MK"
"612","chr1:28579994-28583726","chr1:29218241-29225158","MK"
"613","chr1:28587533-28600717","chr1:28398986-28407525","Mac1"
"614","chr1:28642220-28656846","chr1:28255424-28258460","MK,Mon"
"615","chr1:28642220-28656846","chr1:28871164-28881269","Mac1"
"616","chr1:28736001-28740407","chr1:28253443-28255424","Mac1"
"617","chr1:28736001-28740407","chr1:28255424-28258460","Neu"
"618","chr1:28736001-28740407","chr1:28642220-28656846","MK,Mon"
"619","chr1:28736001-28740407","chr1:28871164-28881269","Ery,MK"
"620","chr1:28736001-28740407","chr1:29046662-29054249","Neu"
"621","chr1:28736001-28740407","chr1:29060500-29063972","nCD8,Mac0,MK"
"622","chr1:28736001-28740407","chr1:29171381-29178738","Ery,Mac1"
"623","chr1:28736001-28740407","chr1:29200646-29201547","Ery,Mac1"
"624","chr1:28736001-28740407","chr1:29201547-29208505","Mac0,Mac1"
"625","chr1:28884105-28905523","chr1:29151005-29164376","Ery,Mac1"
"626","chr1:28884105-28905523","chr1:29200646-29201547","Ery,MK"
"627","chr1:28884105-28905523","chr1:29218241-29225158","Mac1"
"628","chr1:29178738-29186042","chr1:28255424-28258460","nCD4,Neu"
"629","chr1:29178738-29186042","chr1:28489443-28495408","Neu"
"630","chr1:29178738-29186042","chr1:28642220-28656846","nCD4,Neu"
"631","chr1:29178738-29186042","chr1:28656846-28683781","Mac1,Mon,Neu"
"632","chr1:29178738-29186042","chr1:28704050-28716587","nCD4,nCD8"
"633","chr1:29178738-29186042","chr1:28754211-28762688","MK,Mon"
"634","chr1:29178738-29186042","chr1:28871164-28881269","Ery"
"635","chr1:29178738-29186042","chr1:28905523-28916266","nCD4,Ery"
"636","chr1:29178738-29186042","chr1:28957109-28958132","Ery,MK"
"637","chr1:29178738-29186042","chr1:29046662-29054249","Mon"
"638","chr1:29228676-29231323","chr1:30363970-30377993","Mon"
"639","chr1:29228676-29231323","chr1:30377993-30389441","Mac0,Mac1,Mac2"
"640","chr1:29228676-29231323","chr1:30667172-30676983","Ery"
"641","chr1:29228676-29231323","chr1:30720496-30732470","nCD8,Mac0,Mac1,Mac2,Mon,Neu"
"642","chr1:29228676-29231323","chr1:30928388-30929078","Ery,Mac2"
"643","chr1:29232075-29240833","chr1:30191278-30193859","Mon"
"644","chr1:29232075-29240833","chr1:30363970-30377993","Mon"
"645","chr1:29232075-29240833","chr1:30377993-30389441","Mac0,Mac1,Mac2"
"646","chr1:29232075-29240833","chr1:30667172-30676983","Ery"
"647","chr1:29232075-29240833","chr1:30720496-30732470","nCD8,Mac0,Mac1,Mac2,Mon,Neu"
"648","chr1:29232075-29240833","chr1:30928388-30929078","nCD8,Mac0,Mac1,Mac2,Mon,Neu"
"649","chr1:29232075-29240833","chr1:30929435-30929873","nCD8,Mac0,Mac1,Mac2,Mon,Neu"
"650","chr1:29232075-29240833","chr1:30929873-30930187","nCD8,Mac0,Mac1,Mac2,Mon,Neu"
"651","chr1:29232075-29240833","chr1:30930187-30932610","nCD8,Mac0"
"652","chr1:30715538-30720496","chr1:29171381-29178738","Ery,Mac1"
"653","chr1:30715538-30720496","chr1:29200646-29201547","Ery,Mac1"
"654","chr1:30715538-30720496","chr1:29201547-29208505","Ery"
"655","chr1:30715538-30720496","chr1:29218241-29225158","Ery"
"656","chr1:30715538-30720496","chr1:29225158-29228676","Mac1"
"657","chr1:30715538-30720496","chr1:29382191-29384434","Mac0,Mac1,Mon"
"658","chr1:30715538-30720496","chr1:30913963-30922866","Ery"
"659","chr1:30715538-30720496","chr1:30922866-30925276","nCD8,Mac0,Mac1,Mac2,Mon,Neu"
"660","chr1:30715538-30720496","chr1:30925276-30928388","nCD8,Mac0,Mac1,Mac2,Mon,Neu"
"661","chr1:30715538-30720496","chr1:30928388-30929078","nCD8,Mac0,Mac1,Mac2,Mon,Neu"
"662","chr1:30715538-30720496","chr1:30929078-30929435","nCD8,Mac0,Mac1,Mac2,Mon,Neu"
"663","chr1:30715538-30720496","chr1:30929435-30929873","nCD8,Mac0,Mac1,Mac2,Mon,Neu"
"664","chr1:30715538-30720496","chr1:30929873-30930187","nCD8,Mac0,Mac1,Mac2,Mon,Neu"
"665","chr1:30715538-30720496","chr1:30930187-30932610","nCD4,nCD8,Mac0,Mac1,Mac2,Neu"
"666","chr1:30715538-30720496","chr1:31051761-31059847","Neu"
"667","chr1:30720496-30732470","chr1:30925276-30928388","Neu"
"668","chr1:30720496-30732470","chr1:30928388-30929078","Neu"
"669","chr1:30720496-30732470","chr1:30929078-30929435","Neu"
"670","chr1:30720496-30732470","chr1:30929435-30929873","Neu"
"671","chr1:30720496-30732470","chr1:30929873-30930187","Neu"
"672","chr1:30720496-30732470","chr1:30930187-30932610","Ery,MK"
"673","chr1:30752342-30758487","chr1:29218241-29225158","Ery"
"674","chr1:30752342-30758487","chr1:30720496-30732470","Ery"
"675","chr1:30752342-30758487","chr1:30922866-30925276","nCD8,Mac0,Mac1,Mac2,Mon,Neu"
"676","chr1:30752342-30758487","chr1:30928388-30929078","nCD8,Mac0,Mac1,Mac2,Mon,Neu"
"677","chr1:30752342-30758487","chr1:30929435-30929873","nCD8,Mac0,Mac1,Mac2,Mon,Neu"
"678","chr1:30752342-30758487","chr1:30930187-30932610","Mac1"
"679","chr1:30907041-30911142","chr1:30796711-30801090","Mac2,Mon,Neu"
"680","chr1:31064583-31066050","chr1:30971794-30976552","Neu"
"681","chr1:31640820-31648964","chr1:31634841-31638995","Mac1"
"682","chr1:31640820-31648964","chr1:31792014-31793547","Neu"
"683","chr1:31640820-31648964","chr1:31806246-31817587","Ery"
